Date,Open,High,Low,Close,Volume
2022-02-11,232.78,233.04,228.55,232.32,28051
2022-02-14,233.5,234.97,227.04,231.41,29774
2022-02-15,227.79,229.17,227.42,228.04,21235
2022-02-16,226.36,233.81,224.78,227.32,3874
2022-02-17,230.33,233.06,228.4,231.08,22427
2022-02-18,232.08,235.98,231.36,233.35,73915
2022-02-21,231.9,233.41,228.88,232.81,12092
2022-02-22,231.85,233.53,230.8,232.28,33254
2022-02-23,230.18,233.66,229.36,231.81,51616
2022-02-24,237.05,241.46,236.96,237.03,8869
2022-02-25,239.31,239.42,236.58,238.24,14026
2022-02-28,238.49,240.92,235.55,239.58,7959
2022-03-01,244.23,248.77,240.73,242.39,9680
2022-03-02,243.91,245.09,242.18,243.29,6077
2022-03-03,244.22,245.01,237.87,242.97,8951
2022-03-04,242.01,247.19,241.68,242.81,91076
2022-03-07,243.99,249.82,241.51,242.95,8817
2022-03-08,241.85,245.23,241.59,243.18,24995
2022-03-09,246.37,246.39,240.52,245.28,13321
2022-03-10,245.94,248.84,241.44,245.73,71601
2022-03-11,248.56,251.97,247.64,247.87,81728
2022-03-14,246.53,249.28,242.52,247.99,52264
2022-03-15,247.4,253.15,241.2,248.51,29915
2022-03-16,244.65,245.68,243.19,243.92,17482
2022-03-17,245.32,247.17,244.98,246.49,6688
2022-03-18,248.23,248.25,246.95,247.66,153818
2022-03-21,248.75,254.39,248.48,250.46,10304
2022-03-22,244.69,248.01,236.11,243.66,42772
2022-03-23,247.55,250.61,246.92,249.09,63548
2022-03-24,249.75,251.01,247.79,249.06,12641
2022-03-25,252.92,256.87,250.49,252.13,62193
2022-03-28,248.98,252.8,248.24,249.85,47297
2022-03-29,252.41,256.03,251.08,251.68,123990
2022-03-30,249.69,250.56,248.35,249.37,13775
2022-03-31,247.46,251.74,242.96,248.13,6088
2022-04-01,251.89,253.37,248.93,253.17,13286
2022-04-04,250.51,257.65,250.16,252.99,27142
2022-04-05,254.26,256.53,247.97,253.82,23346
2022-04-06,254.28,257.8,253.37,256.29,14861
2022-04-07,257.95,259.76,250.86,257.83,3264
2022-04-08,258.15,258.56,257.55,258.49,35259
2022-04-11,260.57,264.59,256.83,259.69,158315
2022-04-12,265.79,266.63,261.96,266.19,35040
2022-04-13,265.86,272.15,265.28,266.3,40503
2022-04-14,268.06,269.38,264.83,267.08,39044
2022-04-15,270.56,270.72,263.53,270.11,32762
2022-04-18,273.74,276.69,271.44,273.31,55919
2022-04-19,277.41,277.99,274.51,276.76,32707
2022-04-20,276.6,279.32,276.11,278.74,16112
2022-04-21,276.88,279.91,272.39,275.84,9936
2022-04-22,281.39,282.05,279.79,280.53,17171
2022-04-25,276.19,280.47,276.1,277.6,30155
2022-04-26,278.29,280.96,277.54,278.63,16057
2022-04-27,276.72,280.71,273.63,276.77,30162
2022-04-28,276.59,277.03,273.28,276.78,34171
2022-04-29,278.31,280.78,276.19,277.85,50674
2022-05-02,280.9,283.7,274.23,278.9,79442
2022-05-03,281.75,282.55,279.92,280.23,23813
2022-05-04,282.99,287.02,282.89,284.86,5956
2022-05-05,287.18,288.02,285.83,286.29,15597
2022-05-06,287.65,287.82,281.86,285.75,23018
2022-05-09,289.16,290.59,287.92,288.6,3513
2022-05-10,293.72,294.58,291.78,292.13,88314
2022-05-11,291.65,297.46,285.55,288.74,25396
2022-05-12,292.05,295.32,288.18,290.56,32252
2022-05-13,293.04,295.77,292.14,292.68,86294
2022-05-16,293.45,293.83,290.69,291.92,11729
2022-05-17,296.2,297.76,290.35,295.99,39106
2022-05-18,295.68,299.69,291.37,295.64,19734
2022-05-19,295.56,299.28,291.93,296.08,18323
2022-05-20,297.96,303.99,293.9,295.65,10176
2022-05-23,294.54,296.05,293.48,295.75,116494
2022-05-24,294.87,296.64,289.13,292.63,15130
2022-05-25,289.28,292.08,284.25,288.56,44332
2022-05-26,291.12,293.37,284.94,293.17,3377
2022-05-27,291.29,292.35,288.66,290.76,71681
2022-05-30,284.94,293.99,283.38,287.96,63083
2022-05-31,282.8,287.08,273.67,281.92,24280
2022-06-01,281.4,284.66,277.37,280.16,17554
2022-06-02,275.71,279.22,273.17,276.53,32859
2022-06-03,281.21,283.4,279.45,281.04,217247
2022-06-06,286.62,287.21,283.16,283.85,3777
2022-06-07,281.2,283.2,279.87,281.91,48147
2022-06-08,286.72,288.79,284.97,288.25,8851
2022-06-09,293.2,297.62,288.19,291.04,21592
2022-06-10,292.93,294.7,286.07,290.08,17190
2022-06-13,282.97,284.4,277.87,282.96,14352
2022-06-14,290.88,292.14,282.98,289.42,21797
2022-06-15,287.33,291.6,283.94,285.42,7085
2022-06-16,279.72,281.35,278.88,280.76,61647
2022-06-17,282.89,287.0,281.11,283.58,3662
2022-06-20,292.28,296.74,286.88,290.49,37788
2022-06-21,296.95,300.08,290.85,294.47,15890
2022-06-22,296.91,297.29,295.09,296.08,6829
2022-06-23,296.49,300.73,291.17,297.8,26967
2022-06-24,303.27,305.68,298.59,300.29,4642
2022-06-27,301.72,303.8,299.91,302.52,22918
2022-06-28,302.82,307.47,300.83,303.33,5308
2022-06-29,304.11,307.07,301.47,303.59,34935
2022-06-30,305.71,307.86,301.37,303.35,8739
2022-07-01,302.32,306.27,299.87,301.03,14030
2022-07-04,300.75,305.56,298.22,300.13,29553
2022-07-05,295.71,297.58,294.42,295.03,10172
2022-07-06,294.75,296.91,293.63,294.69,20786
2022-07-07,292.54,293.12,289.07,291.73,4847
2022-07-08,284.82,289.81,281.2,288.47,41393
2022-07-11,288.51,289.07,285.68,288.94,128658
2022-07-12,293.32,298.44,288.23,292.97,359406
2022-07-13,293.94,297.1,292.82,295.64,24128
2022-07-14,291.53,292.65,288.59,290.97,48445
2022-07-15,287.76,289.23,286.83,288.05,3712
2022-07-18,293.31,296.26,283.77,290.76,98986
2022-07-19,290.12,293.4,283.85,287.86,47869
2022-07-20,286.51,290.42,284.58,287.18,13576
2022-07-21,288.54,289.21,284.21,288.76,75900
2022-07-22,285.82,286.89,281.6,285.93,17077
2022-07-25,285.57,286.28,280.8,286.22,13932
2022-07-26,282.66,282.96,280.3,282.38,35430
2022-07-27,279.6,284.08,277.26,280.66,7605
2022-07-28,279.98,284.6,273.63,281.57,61183
2022-07-29,277.92,280.04,276.09,277.06,7661
2022-08-01,279.19,282.08,277.68,278.31,7707
2022-08-02,277.16,279.94,275.18,278.28,8868
2022-08-03,281.11,283.64,275.94,279.86,47075
2022-08-04,279.64,285.3,275.39,280.53,11887
2022-08-05,284.84,285.98,283.2,284.48,5721
2022-08-08,286.06,288.01,282.02,284.89,12019
2022-08-09,283.66,286.98,279.21,283.71,21331
2022-08-10,284.77,286.92,281.05,284.12,6761
2022-08-11,285.02,286.33,284.92,285.76,6962
2022-08-12,285.7,287.33,282.58,285.98,181915
2022-08-15,285.9,288.04,285.69,286.19,9315
2022-08-16,283.18,288.96,276.04,284.24,15945
2022-08-17,282.18,283.85,281.75,282.43,15256
2022-08-18,276.37,284.28,273.44,278.53,14452
2022-08-19,282.95,284.55,280.42,283.65,41000
2022-08-22,279.81,282.85,278.73,280.21,56848
2022-08-23,278.0,278.89,277.51,278.36,16220
2022-08-24,276.14,281.86,268.13,276.47,6396
2022-08-25,279.06,282.01,274.4,279.15,78782
2022-08-26,279.13,280.95,275.95,278.46,20023
2022-08-29,283.42,283.5,280.76,282.19,124283
2022-08-30,279.52,280.56,279.28,280.43,2331
2022-08-31,279.71,285.85,276.19,281.4,26779
2022-09-01,277.76,281.84,276.63,279.21,150032
2022-09-02,284.86,287.16,284.2,285.56,15471
2022-09-05,281.84,288.09,279.32,282.34,17579
2022-09-06,282.35,283.57,280.1,283.44,29599
2022-09-07,283.64,286.2,278.33,285.49,12596
2022-09-08,286.27,291.72,284.42,286.92,16121
2022-09-09,286.87,288.03,283.46,286.61,15712
2022-09-12,287.33,289.39,282.89,286.48,11761
2022-09-13,286.05,287.5,285.59,286.85,75271
2022-09-14,286.09,287.61,284.25,286.68,34929
2022-09-15,288.42,291.47,288.18,289.76,28300
2022-09-16,296.55,298.62,291.36,296.6,49442
2022-09-19,293.96,296.12,291.43,295.21,16909
2022-09-20,292.27,294.68,289.47,291.43,10155
2022-09-21,288.85,292.26,288.37,291.45,12056
2022-09-22,298.92,303.04,295.39,299.46,22065
2022-09-23,297.79,299.56,296.14,297.34,7637
2022-09-26,302.89,309.24,299.68,302.61,13356
2022-09-27,312.25,313.89,305.65,308.1,13146
2022-09-28,307.25,307.35,306.39,306.71,184343
2022-09-29,307.25,310.88,300.14,308.8,1374
2022-09-30,314.09,314.94,308.83,314.24,18405
2022-10-03,310.6,318.84,309.22,313.38,123709
2022-10-04,312.95,314.79,309.11,313.08,24880
2022-10-05,310.3,315.0,305.4,311.6,46789
2022-10-06,310.19,310.61,304.94,308.78,24338
2022-10-07,306.27,310.16,299.43,307.11,11301
2022-10-10,303.53,305.67,299.52,303.71,2340
2022-10-11,303.19,311.37,300.85,304.16,27050
2022-10-12,304.8,311.02,302.17,302.17,10141
2022-10-13,302.74,304.13,298.07,303.23,9893
2022-10-14,301.62,303.96,297.41,298.88,13373
2022-10-17,301.45,301.93,297.73,300.23,126103
2022-10-18,303.82,304.36,301.27,303.09,243979
2022-10-19,298.01,300.0,293.99,297.46,27370
2022-10-20,299.51,300.1,293.94,298.92,13838
2022-10-21,300.04,304.8,295.56,302.96,6787
2022-10-24,299.26,300.89,298.85,299.68,35190
2022-10-25,306.36,308.46,304.99,305.07,130993
2022-10-26,306.62,311.08,304.42,306.69,17199
2022-10-27,302.75,305.33,300.3,304.89,2040
2022-10-28,304.99,306.86,303.37,305.07,43047
2022-10-31,309.73,311.32,304.47,307.11,59006
2022-11-01,309.6,312.14,307.3,307.68,4510
2022-11-02,309.57,310.67,307.71,309.67,26277
2022-11-03,308.64,310.29,305.81,307.18,34586
2022-11-04,307.47,310.62,301.15,308.03,20473
2022-11-07,301.47,308.19,299.02,304.06,9988
2022-11-08,302.64,306.79,296.27,304.05,60836
2022-11-09,304.01,306.94,301.54,301.65,14714
2022-11-10,299.36,303.01,295.24,299.77,4988
2022-11-11,303.39,306.62,299.24,303.76,2837
2022-11-14,306.9,308.86,306.51,307.36,77718
2022-11-15,312.47,315.82,306.89,309.52,40809
2022-11-16,308.97,311.69,302.73,306.48,24052
2022-11-17,309.2,310.28,304.78,305.81,14181
2022-11-18,309.52,310.16,307.69,309.77,12977
2022-11-21,310.94,313.57,307.45,310.48,7512
2022-11-22,315.53,318.31,315.53,317.94,14307
2022-11-23,321.8,323.04,317.25,319.44,2643
2022-11-24,318.43,322.03,311.57,320.3,10550
2022-11-25,319.92,322.72,318.14,319.57,16140
2022-11-28,318.48,322.38,316.45,320.24,40533
2022-11-29,319.05,320.19,313.77,319.99,21164
2022-11-30,321.11,325.87,319.11,322.46,48772
2022-12-01,324.75,333.88,323.97,325.74,84891
2022-12-02,322.57,324.09,321.0,323.44,63460
2022-12-05,318.55,321.38,315.37,319.43,35260
2022-12-06,315.21,316.03,308.8,313.9,22289
2022-12-07,313.92,321.81,307.66,315.66,8260
2022-12-08,312.76,313.86,311.19,312.42,46163
2022-12-09,307.9,314.73,301.17,306.04,118154
2022-12-12,306.58,311.58,304.84,307.37,31011
2022-12-13,314.03,318.58,311.53,315.16,149830
2022-12-14,314.92,319.24,314.79,315.28,4790
2022-12-15,319.91,322.93,316.65,318.03,6945
2022-12-16,318.73,321.6,317.17,318.42,51802
2022-12-19,317.38,321.83,315.68,318.23,28689
2022-12-20,322.02,323.15,320.26,321.24,81943
2022-12-21,318.66,323.14,315.48,320.43,21688
2022-12-22,322.47,322.81,319.71,321.38,9246
2022-12-23,323.15,324.71,319.71,322.49,17790
2022-12-26,319.97,326.17,319.42,320.46,4756
2022-12-27,322.33,330.91,318.62,323.69,7125
2022-12-28,321.78,323.94,317.86,323.21,58246
2022-12-29,321.73,323.53,319.37,320.87,52721
2022-12-30,324.61,326.41,318.85,322.63,31666
2023-01-02,318.81,322.06,315.26,319.83,3939
2023-01-03,320.69,324.46,317.94,319.96,15391
2023-01-04,316.63,320.84,313.65,319.97,6470
2023-01-05,322.5,324.55,320.74,323.45,71434
2023-01-06,324.95,326.63,324.25,325.0,12286
2023-01-09,323.46,329.35,320.75,324.94,7437
2023-01-10,326.07,328.33,325.02,327.6,22692
2023-01-11,331.04,333.98,325.79,332.15,11612
2023-01-12,334.49,336.76,330.19,334.0,97124
2023-01-13,333.73,340.51,330.93,334.04,10563
2023-01-16,326.03,332.23,325.84,329.72,5435
2023-01-17,322.79,329.12,321.35,326.25,2558
2023-01-18,324.26,325.57,323.62,325.25,21358
2023-01-19,324.01,325.57,319.73,323.27,12557
2023-01-20,318.22,327.48,316.69,322.65,5276
2023-01-23,321.99,324.4,319.22,322.8,72346
2023-01-24,323.63,326.09,316.58,324.48,42926
2023-01-25,326.47,330.22,323.59,324.22,21413
2023-01-26,325.14,326.74,324.66,325.77,86191
2023-01-27,326.56,330.7,322.8,325.94,42724
2023-01-30,319.78,320.7,318.75,319.55,9673
2023-01-31,313.16,320.19,311.91,316.53,7791
2023-02-01,317.24,321.47,308.15,316.03,49910
2023-02-02,312.54,317.39,311.34,312.2,32740
2023-02-03,314.83,316.91,313.03,314.03,26101
2023-02-06,325.09,328.95,318.46,318.83,9447
2023-02-07,319.34,328.67,315.92,322.7,40455
2023-02-08,324.75,327.48,317.12,321.97,10347
2023-02-09,326.31,330.58,319.9,326.78,19890
2023-02-10,327.71,329.61,325.32,327.24,93614
2023-02-13,326.03,329.87,320.7,326.1,11374
2023-02-14,323.37,326.81,322.0,324.06,4568
2023-02-15,322.13,324.4,320.51,323.05,7688
2023-02-16,322.3,322.65,318.9,321.77,59533
2023-02-17,319.85,323.54,315.28,322.29,28416
2023-02-20,324.0,325.05,322.57,322.79,19363
2023-02-21,322.11,326.92,319.33,322.78,13238
2023-02-22,322.36,328.39,316.89,324.19,35787
2023-02-23,327.35,329.88,324.67,328.09,9422
2023-02-24,333.33,336.15,328.54,331.25,29901
2023-02-27,325.45,328.0,322.34,326.32,10601
2023-02-28,318.59,320.06,314.14,318.02,8976
2023-03-01,319.87,323.47,312.82,321.04,11643
2023-03-02,317.85,322.28,315.52,316.65,15132
2023-03-03,317.03,320.37,315.6,315.95,20976
2023-03-06,315.14,318.9,310.95,312.25,27874
2023-03-07,306.36,307.51,306.35,306.63,550
2023-03-08,309.37,311.99,303.61,308.34,9821
2023-03-09,310.91,312.63,306.58,310.76,14889
2023-03-10,310.99,311.1,306.33,308.99,99216
2023-03-13,299.95,305.83,295.82,301.03,7480
2023-03-14,300.54,301.8,296.37,299.42,25920
2023-03-15,300.38,302.41,299.29,300.67,98226
2023-03-16,296.15,298.86,293.62,296.25,5925
2023-03-17,297.02,297.02,295.87,296.88,32662
2023-03-20,297.28,298.46,292.46,296.91,9874
2023-03-21,298.58,301.61,298.35,298.75,13297
2023-03-22,299.53,301.3,296.14,299.21,9866
2023-03-23,298.71,300.08,288.54,296.37,10595
2023-03-24,301.59,304.17,298.32,300.11,335008
2023-03-27,301.05,306.1,299.6,299.75,51249
2023-03-28,299.11,302.2,296.95,299.79,66286
2023-03-29,295.77,300.29,294.69,297.09,36025
2023-03-30,297.31,303.76,288.83,295.9,4419
2023-03-31,294.69,298.2,292.87,293.4,32694
2023-04-03,295.2,298.03,292.24,293.04,64403
2023-04-04,297.45,302.39,294.96,298.35,9382
2023-04-05,294.06,299.06,290.84,294.4,57833
2023-04-06,287.4,290.98,284.91,289.78,44548
2023-04-07,293.76,294.97,292.3,294.34,140370
2023-04-10,295.37,296.5,292.22,293.91,14504
2023-04-11,291.44,294.14,287.04,292.12,7349
2023-04-12,296.39,297.17,294.89,295.44,15342
2023-04-13,293.57,295.78,292.24,293.85,92556
2023-04-14,300.07,300.27,294.47,299.58,3538
2023-04-17,300.16,305.47,297.84,301.89,2783
2023-04-18,300.77,303.95,296.8,300.64,24086
2023-04-19,302.95,309.36,300.24,307.55,14149
2023-04-20,305.64,308.79,301.56,305.93,22197
2023-04-21,305.99,309.06,301.9,308.51,56687
2023-04-24,311.59,314.43,304.92,309.72,12675
2023-04-25,315.34,316.66,313.11,314.12,3384
2023-04-26,320.17,321.27,315.52,319.42,170157
2023-04-27,322.25,323.37,319.39,319.82,8125
2023-04-28,316.19,320.55,315.89,317.7,7638
2023-05-01,322.28,323.85,318.43,319.49,66417
2023-05-02,319.11,322.54,316.64,317.63,14995
2023-05-03,324.09,326.08,319.07,324.47,20673
2023-05-04,327.1,333.88,324.39,325.25,35695
2023-05-05,322.6,328.22,322.47,324.39,65093
2023-05-08,323.99,329.05,321.57,325.33,15780
2023-05-09,320.3,325.74,320.0,321.28,100705
2023-05-10,317.65,320.92,317.13,318.49,2602
2023-05-11,321.01,322.88,318.21,322.71,47088
2023-05-12,322.9,324.68,320.71,320.94,9513
2023-05-15,317.52,318.46,315.17,317.93,86878
2023-05-16,320.56,323.59,316.34,320.0,25388
2023-05-17,323.27,325.81,322.98,324.19,11238
2023-05-18,323.92,329.77,323.17,326.9,42737
2023-05-19,330.99,333.44,328.17,330.54,53808
2023-05-22,325.27,330.5,323.36,328.41,41851
2023-05-23,324.02,324.83,323.27,324.13,7865
2023-05-24,327.15,330.4,323.44,329.4,13574
2023-05-25,331.97,332.69,327.55,328.7,21936
2023-05-26,329.74,332.26,325.3,328.24,21136
2023-05-29,333.18,336.64,329.46,333.0,46618
2023-05-30,337.34,343.9,327.38,335.22,2936
2023-05-31,335.68,343.25,332.79,337.11,30770
2023-06-01,345.78,347.84,343.0,344.84,16481
2023-06-02,343.34,344.61,340.51,343.0,9523
2023-06-05,347.01,349.04,342.94,346.55,10483
2023-06-06,349.32,349.67,342.72,347.11,17773
2023-06-07,349.68,349.88,346.73,348.4,601
2023-06-08,354.61,356.07,351.01,354.1,10923
2023-06-09,353.3,357.07,352.57,356.25,9174
2023-06-12,356.8,363.51,353.12,358.52,37525
2023-06-13,362.5,365.76,359.52,362.72,9842
2023-06-14,361.92,365.08,358.72,361.75,17763
2023-06-15,357.07,362.57,355.1,359.1,102978
2023-06-16,360.02,360.31,354.51,355.73,59536
2023-06-19,351.84,352.89,348.79,349.19,54299
2023-06-20,357.78,361.38,356.18,356.71,13361
2023-06-21,353.28,354.55,350.46,353.15,37912
2023-06-22,352.33,354.6,351.58,352.7,17432
2023-06-23,350.36,354.35,345.0,352.04,18104
2023-06-26,353.55,357.33,350.66,353.41,33179
2023-06-27,357.03,363.17,352.39,356.57,12124
2023-06-28,357.68,363.14,352.32,359.91,98027
2023-06-29,358.73,359.52,355.21,358.13,18767
2023-06-30,357.54,360.65,352.34,357.82,40878
2023-07-03,355.66,361.14,354.59,359.09,94428
2023-07-04,356.93,361.53,354.97,358.47,61799
2023-07-05,363.72,368.95,356.92,364.47,5383
2023-07-06,369.95,375.32,366.36,366.49,34368
2023-07-07,370.44,370.49,366.45,369.41,51571
2023-07-10,369.59,374.29,365.35,372.07,53737
2023-07-11,377.57,378.69,372.54,376.65,7235
2023-07-12,374.63,380.6,372.49,377.55,11418
2023-07-13,374.98,377.17,372.8,372.96,59549
2023-07-14,373.77,377.46,370.19,374.65,10282
2023-07-17,372.28,373.28,370.47,372.45,16322
2023-07-18,373.16,377.55,370.53,370.7,106497
2023-07-19,370.64,379.83,370.58,373.04,20998
2023-07-20,375.17,379.95,372.61,377.81,10649
2023-07-21,376.96,381.2,374.73,378.06,9157
2023-07-24,381.35,382.15,378.54,379.38,30721
2023-07-25,383.03,389.76,382.78,385.96,5807
2023-07-26,381.55,387.05,380.13,387.03,17199
2023-07-27,396.36,400.37,390.51,397.26,30737
2023-07-28,400.73,401.49,398.6,399.63,80752
2023-07-31,395.23,399.94,385.44,392.87,42939
2023-08-01,395.01,399.97,391.52,395.93,10785
2023-08-02,396.72,401.19,393.66,397.54,71569
2023-08-03,405.08,406.95,399.25,402.76,16325
2023-08-04,401.77,409.94,398.86,405.56,6401
2023-08-07,404.31,407.59,402.5,405.1,18545
2023-08-08,400.7,401.49,399.69,400.32,92796
2023-08-09,400.48,402.66,395.91,399.58,25984
2023-08-10,395.29,404.91,394.92,396.3,22304
2023-08-11,394.17,394.2,387.93,394.1,113233
2023-08-14,391.54,397.1,390.98,396.47,5263
2023-08-15,401.82,404.27,398.32,403.15,6089
2023-08-16,405.7,410.94,399.72,404.78,4377
2023-08-17,398.1,401.75,391.99,400.06,31973
2023-08-18,401.99,407.26,395.52,401.87,26016
2023-08-21,407.63,408.51,404.23,406.72,103025
2023-08-22,403.61,408.09,399.02,404.3,28098
2023-08-23,404.13,410.74,403.17,403.79,14703
2023-08-24,401.94,409.18,401.28,403.88,22066
2023-08-25,400.35,405.14,398.59,400.76,24777
2023-08-28,404.61,405.64,399.81,403.38,4139
2023-08-29,403.23,404.62,402.38,402.91,331151
2023-08-30,403.42,406.59,401.88,404.61,37044
2023-08-31,401.51,404.27,395.76,401.06,27173
2023-09-01,400.75,404.11,397.97,399.32,40748
2023-09-04,398.09,402.48,397.04,402.21,44775
2023-09-05,403.04,411.18,400.09,400.72,19138
2023-09-06,407.0,413.57,402.08,407.69,11716
2023-09-07,406.93,409.02,399.61,406.07,40112
2023-09-08,409.43,409.66,403.42,406.99,32393
2023-09-11,407.98,412.07,404.05,410.8,9799
2023-09-12,403.58,409.66,402.35,405.02,91038
2023-09-13,397.38,409.24,390.5,397.95,29535
2023-09-14,390.38,391.99,382.76,391.92,45698
2023-09-15,400.34,400.77,396.66,396.9,88602
2023-09-18,393.02,396.5,390.08,394.71,22513
2023-09-19,403.85,411.96,402.16,404.97,30240
2023-09-20,403.1,406.68,397.99,402.69,49514
2023-09-21,401.02,406.55,400.92,403.44,10669
2023-09-22,408.94,411.21,403.71,409.75,23249
2023-09-25,418.77,424.06,413.58,418.11,24972
2023-09-26,426.17,429.73,421.58,426.88,8467
2023-09-27,431.93,435.3,429.02,432.13,223605
2023-09-28,435.48,441.43,431.31,436.64,5392
2023-09-29,435.97,441.17,424.15,439.3,6014
2023-10-02,443.51,450.36,442.14,442.8,81979
2023-10-03,444.27,446.67,434.11,440.41,44948
2023-10-04,436.89,438.58,434.77,436.85,7895
2023-10-05,437.39,441.06,435.59,436.9,40428
2023-10-06,437.73,440.7,434.66,436.22,95592
2023-10-09,431.54,446.96,429.16,434.3,21369
2023-10-10,441.16,443.47,432.64,437.44,296209
2023-10-11,442.21,447.6,431.64,441.76,3928
2023-10-12,445.86,454.85,433.99,442.25,44082
2023-10-13,447.34,461.71,442.15,448.99,70723
2023-10-16,448.0,451.64,436.94,443.96,53709
2023-10-17,444.93,445.5,441.44,443.21,17955
2023-10-18,441.35,442.34,439.56,440.13,16474
2023-10-19,432.54,438.54,431.76,432.03,34342
2023-10-20,431.26,434.55,428.42,431.8,49799
2023-10-23,434.0,441.01,427.17,431.41,40234
2023-10-24,438.51,444.61,437.65,438.2,62321
2023-10-25,436.82,441.31,434.74,441.16,7951
2023-10-26,434.34,443.84,428.67,436.78,17539
2023-10-27,444.81,446.24,440.83,445.22,8604
2023-10-30,451.63,452.75,443.53,450.93,14971
2023-10-31,453.66,456.63,453.61,453.79,60792
2023-11-01,455.71,455.92,447.53,452.95,24538
2023-11-02,444.41,451.59,443.23,448.79,298599
2023-11-03,447.64,450.79,441.19,447.32,26726
2023-11-06,448.38,462.24,443.0,452.49,23381
2023-11-07,463.18,464.64,461.28,461.43,24493
2023-11-08,468.72,473.35,468.31,468.94,11639
2023-11-09,467.86,469.01,458.1,466.88,20788
2023-11-10,459.89,465.6,457.5,461.89,68035
2023-11-13,465.78,472.68,461.3,462.82,24685
2023-11-14,457.27,458.56,448.41,454.9,9962
2023-11-15,458.0,460.59,454.87,456.67,8733
2023-11-16,455.98,458.43,452.2,456.28,14041
2023-11-17,455.75,459.02,451.56,454.43,23715
2023-11-20,445.89,448.18,444.59,447.47,72662
2023-11-21,452.04,454.94,448.47,450.11,5764
2023-11-22,451.7,459.23,447.19,448.01,15997
2023-11-23,445.44,449.26,432.05,443.07,25445
2023-11-24,429.15,430.87,428.2,430.72,3520
2023-11-27,431.71,434.52,426.75,430.93,9570
2023-11-28,436.21,446.21,433.46,439.05,11160
2023-11-29,448.1,450.25,446.59,446.82,9937
2023-11-30,446.12,450.83,441.76,445.12,26685
2023-12-01,438.65,446.43,437.07,442.79,18759
2023-12-04,442.66,449.54,441.71,445.25,12641
2023-12-05,440.54,444.22,436.4,441.16,33791
2023-12-06,442.21,447.78,436.32,442.88,123386
2023-12-07,443.99,450.54,439.86,446.69,113465
2023-12-08,453.52,454.66,449.9,452.64,3220
2023-12-11,453.15,454.2,450.33,452.58,39225
2023-12-12,451.61,454.66,449.18,452.05,18434
2023-12-13,446.79,455.08,443.92,448.48,25723
2023-12-14,447.5,450.63,437.63,445.17,14790
2023-12-15,448.24,452.89,440.09,444.56,24774
2023-12-18,445.54,449.59,443.0,446.62,25627
2023-12-19,449.77,454.74,448.16,451.15,12345
2023-12-20,449.04,453.31,436.12,447.94,8987
2023-12-21,454.31,461.69,452.93,455.12,14063
2023-12-22,453.99,456.5,452.24,454.31,27840
2023-12-25,456.32,456.7,444.61,454.64,40094
2023-12-26,447.36,452.77,441.14,451.67,51707
2023-12-27,444.17,448.39,435.32,441.26,13437
2023-12-28,445.77,448.12,441.14,445.61,29256
2023-12-29,448.41,450.19,446.92,449.33,57670
